experiment_id,condition,participant_id,participant_age,participant_gender,tech_proficiency,ordering_frequency,emotional_state,task_completion_time,error_count,decision_changes,recommendations_shown,recommendations_accepted,recommendation_acceptance_rate,nasa_tlx_mental_demand,nasa_tlx_physical_demand,nasa_tlx_temporal_demand,nasa_tlx_performance,nasa_tlx_effort,nasa_tlx_frustration,nasa_tlx_overall,sus_total,satisfaction_overall,satisfaction_ease_of_use,satisfaction_recommendation_quality,satisfaction_personalization,satisfaction_decision_confidence,satisfaction_enjoyment,satisfaction_return_intention,timestamp
P011_emotion_responsive_3,emotion_responsive,P011,26,female,intermediate,medium,neutral,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:40:38.245849
P011_emotion_responsive_4,emotion_responsive,P011,26,female,intermediate,medium,angry,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:40:40.453949
P011_emotion_responsive_5,emotion_responsive,P011,26,female,intermediate,medium,neutral,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:40:41.682541
P011_traditional_1,traditional,P011,26,female,intermediate,medium,surprised,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:40:42.810814
P011_traditional_2,traditional,P011,26,female,intermediate,medium,neutral,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:40:45.508043
P011_traditional_3,traditional,P011,26,female,intermediate,medium,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:40:46.831612
P011_traditional_4,traditional,P011,26,female,intermediate,medium,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:40:48.889310
P011_traditional_5,traditional,P011,26,female,intermediate,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:40:50.965685
P012_emotion_responsive_1,emotion_responsive,P012,28,male,basic,low,surprised,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:40:52.700107
P012_emotion_responsive_2,emotion_responsive,P012,28,male,basic,low,sad,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:40:54.181106
P012_emotion_responsive_3,emotion_responsive,P012,28,male,basic,low,angry,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:40:57.121899
P012_emotion_responsive_4,emotion_responsive,P012,28,male,basic,low,surprised,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:40:58.558884
P012_emotion_responsive_5,emotion_responsive,P012,28,male,basic,low,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:01.161291
P012_traditional_1,traditional,P012,28,male,basic,low,sad,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:03.923763
P012_traditional_2,traditional,P012,28,male,basic,low,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:06.715034
P012_traditional_3,traditional,P012,28,male,basic,low,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:08.154738
P012_traditional_4,traditional,P012,28,male,basic,low,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:10.851933
P012_traditional_5,traditional,P012,28,male,basic,low,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:13.216602
P013_emotion_responsive_1,emotion_responsive,P013,30,male,advanced,high,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:15.543387
P013_emotion_responsive_2,emotion_responsive,P013,30,male,advanced,high,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:18.251138
P013_emotion_responsive_3,emotion_responsive,P013,30,male,advanced,high,sad,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:19.507752
P013_emotion_responsive_4,emotion_responsive,P013,30,male,advanced,high,neutral,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:22.274399
P013_emotion_responsive_5,emotion_responsive,P013,30,male,advanced,high,angry,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:24.734563
P013_traditional_1,traditional,P013,30,male,advanced,high,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:27.553256
P013_traditional_2,traditional,P013,30,male,advanced,high,tired,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:29.242869
P013_traditional_3,traditional,P013,30,male,advanced,high,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:30.436812
P013_traditional_4,traditional,P013,30,male,advanced,high,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:31.871099
P013_traditional_5,traditional,P013,30,male,advanced,high,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:33.347673
P014_emotion_responsive_1,emotion_responsive,P014,25,female,intermediate,high,tired,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:36.305727
P014_emotion_responsive_2,emotion_responsive,P014,25,female,intermediate,high,neutral,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:39.080875
P014_emotion_responsive_3,emotion_responsive,P014,25,female,intermediate,high,stressed,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:40.846656
P014_emotion_responsive_4,emotion_responsive,P014,25,female,intermediate,high,happy,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:42.061593
P014_emotion_responsive_5,emotion_responsive,P014,25,female,intermediate,high,angry,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:43.332000
P014_traditional_1,traditional,P014,25,female,intermediate,high,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:45.167847
P014_traditional_2,traditional,P014,25,female,intermediate,high,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:47.930483
P014_traditional_3,traditional,P014,25,female,intermediate,high,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:50.096906
P014_traditional_4,traditional,P014,25,female,intermediate,high,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:51.490102
P014_traditional_5,traditional,P014,25,female,intermediate,high,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:53.474159
P015_emotion_responsive_1,emotion_responsive,P015,22,male,advanced,medium,angry,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:54.562895
P015_emotion_responsive_2,emotion_responsive,P015,22,male,advanced,medium,neutral,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:56.888671
P015_emotion_responsive_3,emotion_responsive,P015,22,male,advanced,medium,angry,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:41:59.443353
P015_emotion_responsive_4,emotion_responsive,P015,22,male,advanced,medium,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:02.360658
P015_emotion_responsive_5,emotion_responsive,P015,22,male,advanced,medium,angry,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:04.606559
P015_traditional_1,traditional,P015,22,male,advanced,medium,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:06.470198
P015_traditional_2,traditional,P015,22,male,advanced,medium,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:08.073639
P015_traditional_3,traditional,P015,22,male,advanced,medium,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:10.013246
P015_traditional_4,traditional,P015,22,male,advanced,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:11.260156
P015_traditional_5,traditional,P015,22,male,advanced,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:12.837369
P016_emotion_responsive_1,emotion_responsive,P016,26,female,intermediate,medium,stressed,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:15.125702
P016_emotion_responsive_2,emotion_responsive,P016,26,female,intermediate,medium,stressed,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:17.374165
P016_emotion_responsive_3,emotion_responsive,P016,26,female,intermediate,medium,angry,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:19.031844
P016_emotion_responsive_4,emotion_responsive,P016,26,female,intermediate,medium,stressed,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:20.703040
P016_emotion_responsive_5,emotion_responsive,P016,26,female,intermediate,medium,surprised,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:23.203695
P016_traditional_1,traditional,P016,26,female,intermediate,medium,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:24.983566
P016_traditional_2,traditional,P016,26,female,intermediate,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:26.212665
P016_traditional_3,traditional,P016,26,female,intermediate,medium,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:28.664098
P016_traditional_4,traditional,P016,26,female,intermediate,medium,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:30.572941
P016_traditional_5,traditional,P016,26,female,intermediate,medium,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:32.573679
P017_emotion_responsive_1,emotion_responsive,P017,26,female,intermediate,medium,sad,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:35.049262
P017_emotion_responsive_2,emotion_responsive,P017,26,female,intermediate,medium,angry,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:36.926820
P017_emotion_responsive_3,emotion_responsive,P017,26,female,intermediate,medium,tired,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:38.358266
P017_emotion_responsive_4,emotion_responsive,P017,26,female,intermediate,medium,tired,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:41.008685
P017_emotion_responsive_5,emotion_responsive,P017,26,female,intermediate,medium,sad,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:42.364005
P017_traditional_1,traditional,P017,26,female,intermediate,medium,surprised,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:44.590766
P017_traditional_2,traditional,P017,26,female,intermediate,medium,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:46.092790
P017_traditional_3,traditional,P017,26,female,intermediate,medium,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:48.218728
P017_traditional_4,traditional,P017,26,female,intermediate,medium,sad,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:50.181514
P017_traditional_5,traditional,P017,26,female,intermediate,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:52.711973
P018_emotion_responsive_1,emotion_responsive,P018,28,male,basic,low,sad,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:53.795559
P018_emotion_responsive_2,emotion_responsive,P018,28,male,basic,low,angry,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:55.415997
P018_emotion_responsive_3,emotion_responsive,P018,28,male,basic,low,angry,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:42:57.754143
P018_emotion_responsive_4,emotion_responsive,P018,28,male,basic,low,tired,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:00.381410
P018_emotion_responsive_5,emotion_responsive,P018,28,male,basic,low,angry,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:03.171046
P018_traditional_1,traditional,P018,28,male,basic,low,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:05.031194
P018_traditional_2,traditional,P018,28,male,basic,low,tired,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:06.960410
P018_traditional_3,traditional,P018,28,male,basic,low,tired,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:08.972677
P018_traditional_4,traditional,P018,28,male,basic,low,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:11.701538
P018_traditional_5,traditional,P018,28,male,basic,low,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:14.025644
P019_emotion_responsive_1,emotion_responsive,P019,27,female,intermediate,medium,neutral,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:16.951501
P019_emotion_responsive_2,emotion_responsive,P019,27,female,intermediate,medium,tired,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:19.094497
P019_emotion_responsive_3,emotion_responsive,P019,27,female,intermediate,medium,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:21.706978
P019_emotion_responsive_4,emotion_responsive,P019,27,female,intermediate,medium,angry,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:24.009337
P019_emotion_responsive_5,emotion_responsive,P019,27,female,intermediate,medium,angry,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:25.449618
P019_traditional_1,traditional,P019,27,female,intermediate,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:27.917255
P019_traditional_2,traditional,P019,27,female,intermediate,medium,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:30.476181
P019_traditional_3,traditional,P019,27,female,intermediate,medium,happy,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:32.957481
P019_traditional_4,traditional,P019,27,female,intermediate,medium,sad,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:35.872552
P019_traditional_5,traditional,P019,27,female,intermediate,medium,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:37.139834
P020_emotion_responsive_1,emotion_responsive,P020,22,male,advanced,medium,surprised,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:40.136084
P020_emotion_responsive_2,emotion_responsive,P020,22,male,advanced,medium,happy,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:41.426415
P020_emotion_responsive_3,emotion_responsive,P020,22,male,advanced,medium,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:43.489315
P020_emotion_responsive_4,emotion_responsive,P020,22,male,advanced,medium,stressed,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:45.335822
P020_emotion_responsive_5,emotion_responsive,P020,22,male,advanced,medium,sad,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:46.821722
P020_traditional_1,traditional,P020,22,male,advanced,medium,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:49.098991
P020_traditional_2,traditional,P020,22,male,advanced,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:50.454752
P020_traditional_3,traditional,P020,22,male,advanced,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:53.324697
P020_traditional_4,traditional,P020,22,male,advanced,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:56.067480
P020_traditional_5,traditional,P020,22,male,advanced,medium,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:43:58.729375
P021_emotion_responsive_1,emotion_responsive,P021,28,male,basic,low,tired,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:00.384701
P021_emotion_responsive_2,emotion_responsive,P021,28,male,basic,low,tired,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:01.590170
P021_emotion_responsive_3,emotion_responsive,P021,28,male,basic,low,angry,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:02.801681
P021_emotion_responsive_4,emotion_responsive,P021,28,male,basic,low,stressed,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:04.606759
P021_emotion_responsive_5,emotion_responsive,P021,28,male,basic,low,tired,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:06.018633
P021_traditional_1,traditional,P021,28,male,basic,low,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:07.710168
P021_traditional_2,traditional,P021,28,male,basic,low,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:10.243004
P021_traditional_3,traditional,P021,28,male,basic,low,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:12.458976
P021_traditional_4,traditional,P021,28,male,basic,low,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:13.571355
P021_traditional_5,traditional,P021,28,male,basic,low,sad,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:15.100768
P022_emotion_responsive_1,emotion_responsive,P022,24,female,intermediate,medium,neutral,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:16.897254
P022_emotion_responsive_2,emotion_responsive,P022,24,female,intermediate,medium,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:19.199124
P022_emotion_responsive_3,emotion_responsive,P022,24,female,intermediate,medium,tired,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:20.827272
P022_emotion_responsive_4,emotion_responsive,P022,24,female,intermediate,medium,angry,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:22.854375
P022_emotion_responsive_5,emotion_responsive,P022,24,female,intermediate,medium,sad,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:24.146788
P022_traditional_1,traditional,P022,24,female,intermediate,medium,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:25.493099
P022_traditional_2,traditional,P022,24,female,intermediate,medium,neutral,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:28.355189
P022_traditional_3,traditional,P022,24,female,intermediate,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:29.851528
P022_traditional_4,traditional,P022,24,female,intermediate,medium,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:32.275784
P022_traditional_5,traditional,P022,24,female,intermediate,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:35.247312
P023_emotion_responsive_1,emotion_responsive,P023,27,female,intermediate,medium,neutral,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:37.257828
P023_emotion_responsive_2,emotion_responsive,P023,27,female,intermediate,medium,happy,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:40.165794
P023_emotion_responsive_3,emotion_responsive,P023,27,female,intermediate,medium,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:42.329606
P023_emotion_responsive_4,emotion_responsive,P023,27,female,intermediate,medium,neutral,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:44.223102
P023_emotion_responsive_5,emotion_responsive,P023,27,female,intermediate,medium,tired,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:47.158553
P023_traditional_1,traditional,P023,27,female,intermediate,medium,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:48.384033
P023_traditional_2,traditional,P023,27,female,intermediate,medium,surprised,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:49.721178
P023_traditional_3,traditional,P023,27,female,intermediate,medium,surprised,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:52.489200
P023_traditional_4,traditional,P023,27,female,intermediate,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:54.057773
P023_traditional_5,traditional,P023,27,female,intermediate,medium,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:55.506167
P024_emotion_responsive_1,emotion_responsive,P024,28,male,basic,low,stressed,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:58.267997
P024_emotion_responsive_2,emotion_responsive,P024,28,male,basic,low,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:44:59.930292
P024_emotion_responsive_3,emotion_responsive,P024,28,male,basic,low,tired,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:02.728314
P024_emotion_responsive_4,emotion_responsive,P024,28,male,basic,low,surprised,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:05.756506
P024_emotion_responsive_5,emotion_responsive,P024,28,male,basic,low,neutral,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:07.152814
P024_traditional_1,traditional,P024,28,male,basic,low,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:08.215421
P024_traditional_2,traditional,P024,28,male,basic,low,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:10.078044
P024_traditional_3,traditional,P024,28,male,basic,low,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:13.043000
P024_traditional_4,traditional,P024,28,male,basic,low,stressed,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:14.790075
P024_traditional_5,traditional,P024,28,male,basic,low,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:17.715423
P025_emotion_responsive_1,emotion_responsive,P025,26,female,intermediate,medium,angry,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:20.149700
P025_emotion_responsive_2,emotion_responsive,P025,26,female,intermediate,medium,sad,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:22.561589
P025_emotion_responsive_3,emotion_responsive,P025,26,female,intermediate,medium,neutral,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:25.515746
P025_emotion_responsive_4,emotion_responsive,P025,26,female,intermediate,medium,surprised,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:28.170894
P025_emotion_responsive_5,emotion_responsive,P025,26,female,intermediate,medium,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:29.490995
P025_traditional_1,traditional,P025,26,female,intermediate,medium,surprised,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:31.156484
P025_traditional_2,traditional,P025,26,female,intermediate,medium,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:32.462829
P025_traditional_3,traditional,P025,26,female,intermediate,medium,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:34.287485
P025_traditional_4,traditional,P025,26,female,intermediate,medium,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:35.340156
P025_traditional_5,traditional,P025,26,female,intermediate,medium,surprised,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:38.053039
P026_emotion_responsive_1,emotion_responsive,P026,23,male,basic,low,neutral,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:40.121336
P026_emotion_responsive_2,emotion_responsive,P026,23,male,basic,low,neutral,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:45:42.723663
